E[cm-1]	 P(E)
217.000000	 0.000000e+00
218.000000	 0.000000e+00
219.000000	 0.000000e+00
220.000000	 0.000000e+00
221.000000	 0.000000e+00
222.000000	 0.000000e+00
223.000000	 0.000000e+00
224.000000	 0.000000e+00
225.000000	 0.000000e+00
226.000000	 0.000000e+00
227.000000	 0.000000e+00
228.000000	 0.000000e+00
229.000000	 0.000000e+00
230.000000	 0.000000e+00
231.000000	 0.000000e+00
232.000000	 0.000000e+00
233.000000	 0.000000e+00
234.000000	 0.000000e+00
235.000000	 0.000000e+00
236.000000	 0.000000e+00
237.000000	 0.000000e+00
238.000000	 0.000000e+00
239.000000	 0.000000e+00
240.000000	 0.000000e+00
241.000000	 0.000000e+00
242.000000	 0.000000e+00
243.000000	 0.000000e+00
244.000000	 0.000000e+00
245.000000	 0.000000e+00
246.000000	 0.000000e+00
247.000000	 0.000000e+00
248.000000	 0.000000e+00
249.000000	 0.000000e+00
250.000000	 0.000000e+00
251.000000	 0.000000e+00
252.000000	 0.000000e+00
253.000000	 0.000000e+00
254.000000	 0.000000e+00
255.000000	 0.000000e+00
256.000000	 0.000000e+00
257.000000	 0.000000e+00
258.000000	 0.000000e+00
259.000000	 0.000000e+00
260.000000	 0.000000e+00
261.000000	 0.000000e+00
262.000000	 0.000000e+00
263.000000	 0.000000e+00
264.000000	 0.000000e+00
265.000000	 0.000000e+00
266.000000	 0.000000e+00
267.000000	 0.000000e+00
268.000000	 0.000000e+00
269.000000	 0.000000e+00
270.000000	 0.000000e+00
271.000000	 0.000000e+00
272.000000	 0.000000e+00
273.000000	 0.000000e+00
274.000000	 0.000000e+00
275.000000	 0.000000e+00
276.000000	 0.000000e+00
277.000000	 0.000000e+00
278.000000	 0.000000e+00
279.000000	 0.000000e+00
280.000000	 0.000000e+00
281.000000	 0.000000e+00
282.000000	 0.000000e+00
283.000000	 0.000000e+00
284.000000	 0.000000e+00
285.000000	 0.000000e+00
286.000000	 0.000000e+00
287.000000	 0.000000e+00
288.000000	 0.000000e+00
289.000000	 0.000000e+00
290.000000	 0.000000e+00
291.000000	 0.000000e+00
292.000000	 0.000000e+00
293.000000	 0.000000e+00
294.000000	 0.000000e+00
295.000000	 0.000000e+00
296.000000	 0.000000e+00
297.000000	 0.000000e+00
298.000000	 0.000000e+00
299.000000	 0.000000e+00
300.000000	 0.000000e+00
301.000000	 0.000000e+00
302.000000	 0.000000e+00
303.000000	 0.000000e+00
304.000000	 0.000000e+00
305.000000	 0.000000e+00
306.000000	 0.000000e+00
307.000000	 0.000000e+00
308.000000	 0.000000e+00
309.000000	 0.000000e+00
310.000000	 0.000000e+00
311.000000	 0.000000e+00
312.000000	 0.000000e+00
313.000000	 0.000000e+00
314.000000	 0.000000e+00
315.000000	 0.000000e+00
316.000000	 0.000000e+00
317.000000	 0.000000e+00
318.000000	 0.000000e+00
319.000000	 0.000000e+00
320.000000	 0.000000e+00
321.000000	 0.000000e+00
322.000000	 0.000000e+00
323.000000	 0.000000e+00
324.000000	 0.000000e+00
325.000000	 0.000000e+00
326.000000	 0.000000e+00
327.000000	 0.000000e+00
328.000000	 0.000000e+00
329.000000	 0.000000e+00
330.000000	 0.000000e+00
331.000000	 0.000000e+00
332.000000	 0.000000e+00
333.000000	 0.000000e+00
334.000000	 0.000000e+00
335.000000	 0.000000e+00
336.000000	 0.000000e+00
337.000000	 0.000000e+00
338.000000	 0.000000e+00
339.000000	 0.000000e+00
340.000000	 0.000000e+00
341.000000	 0.000000e+00
342.000000	 0.000000e+00
343.000000	 0.000000e+00
344.000000	 0.000000e+00
345.000000	 0.000000e+00
346.000000	 0.000000e+00
347.000000	 0.000000e+00
348.000000	 0.000000e+00
349.000000	 0.000000e+00
350.000000	 0.000000e+00
351.000000	 0.000000e+00
352.000000	 0.000000e+00
353.000000	 0.000000e+00
354.000000	 0.000000e+00
355.000000	 0.000000e+00
356.000000	 0.000000e+00
357.000000	 0.000000e+00
358.000000	 0.000000e+00
359.000000	 0.000000e+00
360.000000	 0.000000e+00
361.000000	 0.000000e+00
362.000000	 0.000000e+00
363.000000	 0.000000e+00
364.000000	 0.000000e+00
365.000000	 0.000000e+00
366.000000	 0.000000e+00
367.000000	 0.000000e+00
368.000000	 0.000000e+00
369.000000	 0.000000e+00
370.000000	 0.000000e+00
371.000000	 0.000000e+00
372.000000	 0.000000e+00
373.000000	 0.000000e+00
374.000000	 0.000000e+00
375.000000	 0.000000e+00
376.000000	 0.000000e+00
377.000000	 0.000000e+00
378.000000	 0.000000e+00
379.000000	 0.000000e+00
380.000000	 0.000000e+00
381.000000	 0.000000e+00
382.000000	 0.000000e+00
383.000000	 0.000000e+00
384.000000	 0.000000e+00
385.000000	 0.000000e+00
386.000000	 0.000000e+00
387.000000	 0.000000e+00
388.000000	 0.000000e+00
389.000000	 0.000000e+00
390.000000	 0.000000e+00
391.000000	 0.000000e+00
392.000000	 0.000000e+00
393.000000	 0.000000e+00
394.000000	 0.000000e+00
395.000000	 0.000000e+00
396.000000	 0.000000e+00
397.000000	 0.000000e+00
398.000000	 0.000000e+00
399.000000	 0.000000e+00
400.000000	 0.000000e+00
401.000000	 0.000000e+00
402.000000	 0.000000e+00
403.000000	 0.000000e+00
404.000000	 0.000000e+00
405.000000	 0.000000e+00
406.000000	 0.000000e+00
407.000000	 0.000000e+00
408.000000	 0.000000e+00
409.000000	 0.000000e+00
410.000000	 0.000000e+00
411.000000	 0.000000e+00
412.000000	 0.000000e+00
413.000000	 0.000000e+00
414.000000	 0.000000e+00
415.000000	 0.000000e+00
416.000000	 0.000000e+00
417.000000	 0.000000e+00
418.000000	 0.000000e+00
419.000000	 0.000000e+00
420.000000	 0.000000e+00
421.000000	 0.000000e+00
422.000000	 0.000000e+00
423.000000	 0.000000e+00
424.000000	 0.000000e+00
425.000000	 0.000000e+00
426.000000	 0.000000e+00
427.000000	 0.000000e+00
428.000000	 0.000000e+00
429.000000	 0.000000e+00
430.000000	 0.000000e+00
431.000000	 0.000000e+00
432.000000	 0.000000e+00
433.000000	 0.000000e+00
434.000000	 0.000000e+00
435.000000	 0.000000e+00
436.000000	 0.000000e+00
437.000000	 0.000000e+00
438.000000	 0.000000e+00
439.000000	 0.000000e+00
440.000000	 0.000000e+00
441.000000	 0.000000e+00
442.000000	 0.000000e+00
443.000000	 0.000000e+00
444.000000	 0.000000e+00
445.000000	 0.000000e+00
446.000000	 0.000000e+00
447.000000	 0.000000e+00
448.000000	 0.000000e+00
449.000000	 0.000000e+00
450.000000	 0.000000e+00
451.000000	 0.000000e+00
452.000000	 0.000000e+00
453.000000	 0.000000e+00
454.000000	 0.000000e+00
455.000000	 0.000000e+00
456.000000	 0.000000e+00
457.000000	 0.000000e+00
458.000000	 0.000000e+00
459.000000	 0.000000e+00
460.000000	 0.000000e+00
461.000000	 0.000000e+00
462.000000	 0.000000e+00
463.000000	 0.000000e+00
464.000000	 0.000000e+00
465.000000	 0.000000e+00
466.000000	 0.000000e+00
467.000000	 0.000000e+00
468.000000	 0.000000e+00
469.000000	 0.000000e+00
470.000000	 0.000000e+00
471.000000	 0.000000e+00
472.000000	 0.000000e+00
473.000000	 0.000000e+00
474.000000	 0.000000e+00
475.000000	 0.000000e+00
476.000000	 0.000000e+00
477.000000	 0.000000e+00
478.000000	 0.000000e+00
479.000000	 0.000000e+00
480.000000	 0.000000e+00
481.000000	 0.000000e+00
482.000000	 0.000000e+00
483.000000	 0.000000e+00
484.000000	 0.000000e+00
485.000000	 0.000000e+00
486.000000	 0.000000e+00
487.000000	 0.000000e+00
488.000000	 0.000000e+00
489.000000	 0.000000e+00
490.000000	 0.000000e+00
491.000000	 0.000000e+00
492.000000	 0.000000e+00
493.000000	 0.000000e+00
494.000000	 0.000000e+00
495.000000	 0.000000e+00
496.000000	 0.000000e+00
497.000000	 0.000000e+00
498.000000	 0.000000e+00
499.000000	 0.000000e+00
500.000000	 0.000000e+00
501.000000	 0.000000e+00
502.000000	 0.000000e+00
503.000000	 0.000000e+00
504.000000	 0.000000e+00
505.000000	 0.000000e+00
506.000000	 0.000000e+00
507.000000	 0.000000e+00
508.000000	 0.000000e+00
509.000000	 0.000000e+00
510.000000	 0.000000e+00
511.000000	 0.000000e+00
512.000000	 0.000000e+00
513.000000	 0.000000e+00
514.000000	 0.000000e+00
515.000000	 0.000000e+00
516.000000	 0.000000e+00
517.000000	 0.000000e+00
518.000000	 0.000000e+00
519.000000	 0.000000e+00
520.000000	 0.000000e+00
521.000000	 0.000000e+00
522.000000	 0.000000e+00
523.000000	 0.000000e+00
524.000000	 0.000000e+00
525.000000	 0.000000e+00
526.000000	 0.000000e+00
527.000000	 0.000000e+00
528.000000	 0.000000e+00
529.000000	 0.000000e+00
530.000000	 0.000000e+00
531.000000	 0.000000e+00
532.000000	 0.000000e+00
533.000000	 0.000000e+00
534.000000	 0.000000e+00
535.000000	 0.000000e+00
536.000000	 0.000000e+00
537.000000	 0.000000e+00
538.000000	 0.000000e+00
539.000000	 0.000000e+00
540.000000	 0.000000e+00
541.000000	 0.000000e+00
542.000000	 0.000000e+00
543.000000	 0.000000e+00
544.000000	 0.000000e+00
545.000000	 0.000000e+00
546.000000	 0.000000e+00
547.000000	 0.000000e+00
548.000000	 0.000000e+00
549.000000	 0.000000e+00
550.000000	 0.000000e+00
551.000000	 0.000000e+00
552.000000	 0.000000e+00
553.000000	 0.000000e+00
554.000000	 0.000000e+00
555.000000	 0.000000e+00
556.000000	 0.000000e+00
557.000000	 0.000000e+00
558.000000	 0.000000e+00
559.000000	 0.000000e+00
560.000000	 0.000000e+00
561.000000	 0.000000e+00
562.000000	 0.000000e+00
563.000000	 0.000000e+00
564.000000	 0.000000e+00
565.000000	 0.000000e+00
566.000000	 0.000000e+00
567.000000	 0.000000e+00
568.000000	 0.000000e+00
569.000000	 0.000000e+00
570.000000	 0.000000e+00
571.000000	 0.000000e+00
572.000000	 0.000000e+00
573.000000	 0.000000e+00
574.000000	 0.000000e+00
575.000000	 0.000000e+00
576.000000	 0.000000e+00
577.000000	 0.000000e+00
578.000000	 0.000000e+00
579.000000	 0.000000e+00
580.000000	 0.000000e+00
581.000000	 0.000000e+00
582.000000	 0.000000e+00
583.000000	 0.000000e+00
584.000000	 0.000000e+00
585.000000	 0.000000e+00
586.000000	 0.000000e+00
587.000000	 0.000000e+00
588.000000	 0.000000e+00
589.000000	 0.000000e+00
590.000000	 0.000000e+00
591.000000	 0.000000e+00
592.000000	 0.000000e+00
593.000000	 0.000000e+00
594.000000	 0.000000e+00
595.000000	 0.000000e+00
596.000000	 0.000000e+00
597.000000	 0.000000e+00
598.000000	 0.000000e+00
599.000000	 0.000000e+00
600.000000	 0.000000e+00
601.000000	 0.000000e+00
602.000000	 0.000000e+00
603.000000	 0.000000e+00
604.000000	 0.000000e+00
605.000000	 0.000000e+00
606.000000	 0.000000e+00
607.000000	 0.000000e+00
608.000000	 0.000000e+00
609.000000	 0.000000e+00
610.000000	 0.000000e+00
611.000000	 0.000000e+00
612.000000	 0.000000e+00
613.000000	 0.000000e+00
614.000000	 0.000000e+00
615.000000	 0.000000e+00
616.000000	 0.000000e+00
617.000000	 0.000000e+00
618.000000	 0.000000e+00
619.000000	 0.000000e+00
620.000000	 0.000000e+00
621.000000	 0.000000e+00
622.000000	 0.000000e+00
623.000000	 0.000000e+00
624.000000	 0.000000e+00
625.000000	 0.000000e+00
626.000000	 0.000000e+00
627.000000	 0.000000e+00
628.000000	 0.000000e+00
629.000000	 0.000000e+00
630.000000	 0.000000e+00
631.000000	 0.000000e+00
632.000000	 0.000000e+00
633.000000	 0.000000e+00
634.000000	 0.000000e+00
635.000000	 0.000000e+00
636.000000	 0.000000e+00
637.000000	 0.000000e+00
638.000000	 0.000000e+00
639.000000	 0.000000e+00
640.000000	 0.000000e+00
641.000000	 0.000000e+00
642.000000	 0.000000e+00
643.000000	 0.000000e+00
644.000000	 0.000000e+00
645.000000	 0.000000e+00
646.000000	 0.000000e+00
647.000000	 0.000000e+00
648.000000	 0.000000e+00
649.000000	 0.000000e+00
650.000000	 0.000000e+00
651.000000	 0.000000e+00
652.000000	 0.000000e+00
653.000000	 0.000000e+00
654.000000	 0.000000e+00
655.000000	 0.000000e+00
656.000000	 0.000000e+00
657.000000	 0.000000e+00
658.000000	 0.000000e+00
659.000000	 0.000000e+00
660.000000	 0.000000e+00
661.000000	 0.000000e+00
662.000000	 0.000000e+00
663.000000	 0.000000e+00
664.000000	 0.000000e+00
665.000000	 0.000000e+00
666.000000	 0.000000e+00
667.000000	 0.000000e+00
668.000000	 0.000000e+00
669.000000	 0.000000e+00
670.000000	 0.000000e+00
671.000000	 0.000000e+00
672.000000	 0.000000e+00
673.000000	 0.000000e+00
674.000000	 0.000000e+00
675.000000	 0.000000e+00
676.000000	 0.000000e+00
677.000000	 0.000000e+00
678.000000	 0.000000e+00
679.000000	 0.000000e+00
680.000000	 0.000000e+00
681.000000	 0.000000e+00
682.000000	 0.000000e+00
683.000000	 0.000000e+00
684.000000	 0.000000e+00
685.000000	 0.000000e+00
686.000000	 0.000000e+00
687.000000	 0.000000e+00
688.000000	 0.000000e+00
689.000000	 0.000000e+00
690.000000	 0.000000e+00
691.000000	 0.000000e+00
692.000000	 0.000000e+00
693.000000	 0.000000e+00
694.000000	 0.000000e+00
695.000000	 0.000000e+00
696.000000	 0.000000e+00
697.000000	 0.000000e+00
698.000000	 0.000000e+00
699.000000	 0.000000e+00
700.000000	 0.000000e+00
701.000000	 0.000000e+00
702.000000	 0.000000e+00
703.000000	 0.000000e+00
704.000000	 0.000000e+00
705.000000	 0.000000e+00
706.000000	 0.000000e+00
707.000000	 0.000000e+00
708.000000	 0.000000e+00
709.000000	 0.000000e+00
710.000000	 0.000000e+00
711.000000	 0.000000e+00
712.000000	 0.000000e+00
713.000000	 0.000000e+00
714.000000	 0.000000e+00
715.000000	 0.000000e+00
716.000000	 0.000000e+00
717.000000	 0.000000e+00
718.000000	 0.000000e+00
719.000000	 0.000000e+00
720.000000	 0.000000e+00
721.000000	 0.000000e+00
722.000000	 0.000000e+00
723.000000	 0.000000e+00
724.000000	 0.000000e+00
725.000000	 0.000000e+00
726.000000	 0.000000e+00
727.000000	 0.000000e+00
728.000000	 0.000000e+00
729.000000	 0.000000e+00
730.000000	 0.000000e+00
731.000000	 0.000000e+00
732.000000	 0.000000e+00
733.000000	 0.000000e+00
734.000000	 0.000000e+00
735.000000	 0.000000e+00
736.000000	 0.000000e+00
737.000000	 0.000000e+00
738.000000	 0.000000e+00
739.000000	 0.000000e+00
740.000000	 0.000000e+00
741.000000	 0.000000e+00
742.000000	 0.000000e+00
743.000000	 0.000000e+00
744.000000	 0.000000e+00
745.000000	 0.000000e+00
746.000000	 0.000000e+00
747.000000	 0.000000e+00
748.000000	 0.000000e+00
749.000000	 0.000000e+00
750.000000	 0.000000e+00
751.000000	 0.000000e+00
752.000000	 0.000000e+00
753.000000	 0.000000e+00
754.000000	 0.000000e+00
755.000000	 0.000000e+00
756.000000	 0.000000e+00
757.000000	 0.000000e+00
758.000000	 0.000000e+00
759.000000	 0.000000e+00
760.000000	 0.000000e+00
761.000000	 0.000000e+00
762.000000	 0.000000e+00
763.000000	 0.000000e+00
764.000000	 0.000000e+00
765.000000	 0.000000e+00
766.000000	 0.000000e+00
767.000000	 0.000000e+00
768.000000	 0.000000e+00
769.000000	 0.000000e+00
770.000000	 0.000000e+00
771.000000	 0.000000e+00
772.000000	 0.000000e+00
773.000000	 0.000000e+00
774.000000	 0.000000e+00
775.000000	 0.000000e+00
776.000000	 0.000000e+00
777.000000	 0.000000e+00
778.000000	 0.000000e+00
779.000000	 0.000000e+00
780.000000	 0.000000e+00
781.000000	 0.000000e+00
782.000000	 0.000000e+00
783.000000	 0.000000e+00
784.000000	 0.000000e+00
785.000000	 0.000000e+00
786.000000	 0.000000e+00
787.000000	 0.000000e+00
788.000000	 0.000000e+00
789.000000	 0.000000e+00
790.000000	 0.000000e+00
791.000000	 0.000000e+00
792.000000	 0.000000e+00
793.000000	 0.000000e+00
794.000000	 0.000000e+00
795.000000	 0.000000e+00
796.000000	 0.000000e+00
797.000000	 0.000000e+00
798.000000	 0.000000e+00
799.000000	 0.000000e+00
800.000000	 0.000000e+00
801.000000	 0.000000e+00
802.000000	 0.000000e+00
803.000000	 0.000000e+00
804.000000	 0.000000e+00
805.000000	 0.000000e+00
806.000000	 0.000000e+00
807.000000	 0.000000e+00
808.000000	 0.000000e+00
809.000000	 0.000000e+00
810.000000	 0.000000e+00
811.000000	 0.000000e+00
812.000000	 0.000000e+00
813.000000	 0.000000e+00
814.000000	 0.000000e+00
815.000000	 0.000000e+00
816.000000	 0.000000e+00
817.000000	 0.000000e+00
818.000000	 0.000000e+00
819.000000	 0.000000e+00
820.000000	 0.000000e+00
821.000000	 0.000000e+00
822.000000	 0.000000e+00
823.000000	 0.000000e+00
824.000000	 0.000000e+00
825.000000	 0.000000e+00
826.000000	 0.000000e+00
827.000000	 0.000000e+00
828.000000	 0.000000e+00
829.000000	 0.000000e+00
830.000000	 0.000000e+00
831.000000	 0.000000e+00
832.000000	 0.000000e+00
833.000000	 0.000000e+00
834.000000	 0.000000e+00
835.000000	 0.000000e+00
836.000000	 0.000000e+00
837.000000	 0.000000e+00
838.000000	 0.000000e+00
839.000000	 0.000000e+00
840.000000	 0.000000e+00
841.000000	 0.000000e+00
842.000000	 0.000000e+00
843.000000	 0.000000e+00
844.000000	 0.000000e+00
845.000000	 0.000000e+00
846.000000	 0.000000e+00
847.000000	 0.000000e+00
848.000000	 0.000000e+00
849.000000	 0.000000e+00
850.000000	 0.000000e+00
851.000000	 0.000000e+00
852.000000	 0.000000e+00
853.000000	 0.000000e+00
854.000000	 0.000000e+00
855.000000	 0.000000e+00
856.000000	 0.000000e+00
857.000000	 0.000000e+00
858.000000	 0.000000e+00
859.000000	 0.000000e+00
860.000000	 0.000000e+00
861.000000	 0.000000e+00
862.000000	 0.000000e+00
863.000000	 0.000000e+00
864.000000	 0.000000e+00
865.000000	 0.000000e+00
866.000000	 0.000000e+00
867.000000	 0.000000e+00
868.000000	 0.000000e+00
869.000000	 0.000000e+00
870.000000	 0.000000e+00
871.000000	 0.000000e+00
872.000000	 0.000000e+00
873.000000	 0.000000e+00
874.000000	 0.000000e+00
875.000000	 0.000000e+00
876.000000	 0.000000e+00
877.000000	 0.000000e+00
878.000000	 0.000000e+00
879.000000	 0.000000e+00
880.000000	 0.000000e+00
881.000000	 0.000000e+00
882.000000	 0.000000e+00
883.000000	 0.000000e+00
884.000000	 0.000000e+00
885.000000	 0.000000e+00
886.000000	 0.000000e+00
887.000000	 0.000000e+00
888.000000	 0.000000e+00
889.000000	 0.000000e+00
890.000000	 0.000000e+00
891.000000	 0.000000e+00
892.000000	 0.000000e+00
893.000000	 0.000000e+00
894.000000	 0.000000e+00
895.000000	 0.000000e+00
896.000000	 0.000000e+00
897.000000	 0.000000e+00
898.000000	 0.000000e+00
899.000000	 0.000000e+00
900.000000	 0.000000e+00
901.000000	 0.000000e+00
902.000000	 0.000000e+00
903.000000	 0.000000e+00
904.000000	 0.000000e+00
905.000000	 0.000000e+00
906.000000	 0.000000e+00
907.000000	 0.000000e+00
908.000000	 0.000000e+00
909.000000	 0.000000e+00
910.000000	 0.000000e+00
911.000000	 0.000000e+00
912.000000	 0.000000e+00
913.000000	 0.000000e+00
914.000000	 0.000000e+00
915.000000	 0.000000e+00
916.000000	 0.000000e+00
917.000000	 0.000000e+00
918.000000	 0.000000e+00
919.000000	 0.000000e+00
920.000000	 0.000000e+00
921.000000	 0.000000e+00
922.000000	 0.000000e+00
923.000000	 0.000000e+00
924.000000	 0.000000e+00
925.000000	 0.000000e+00
926.000000	 0.000000e+00
927.000000	 0.000000e+00
928.000000	 0.000000e+00
929.000000	 0.000000e+00
930.000000	 0.000000e+00
931.000000	 0.000000e+00
932.000000	 0.000000e+00
933.000000	 0.000000e+00
934.000000	 0.000000e+00
935.000000	 0.000000e+00
936.000000	 0.000000e+00
937.000000	 0.000000e+00
938.000000	 0.000000e+00
939.000000	 0.000000e+00
940.000000	 0.000000e+00
941.000000	 0.000000e+00
942.000000	 0.000000e+00
943.000000	 0.000000e+00
944.000000	 0.000000e+00
945.000000	 0.000000e+00
946.000000	 0.000000e+00
947.000000	 0.000000e+00
948.000000	 0.000000e+00
949.000000	 0.000000e+00
950.000000	 0.000000e+00
951.000000	 0.000000e+00
952.000000	 0.000000e+00
953.000000	 0.000000e+00
954.000000	 0.000000e+00
955.000000	 0.000000e+00
956.000000	 0.000000e+00
957.000000	 0.000000e+00
958.000000	 0.000000e+00
959.000000	 0.000000e+00
960.000000	 0.000000e+00
961.000000	 0.000000e+00
962.000000	 0.000000e+00
963.000000	 0.000000e+00
964.000000	 0.000000e+00
965.000000	 0.000000e+00
966.000000	 0.000000e+00
967.000000	 0.000000e+00
968.000000	 0.000000e+00
969.000000	 0.000000e+00
970.000000	 0.000000e+00
971.000000	 0.000000e+00
972.000000	 0.000000e+00
973.000000	 0.000000e+00
974.000000	 0.000000e+00
975.000000	 0.000000e+00
976.000000	 0.000000e+00
977.000000	 0.000000e+00
978.000000	 0.000000e+00
979.000000	 0.000000e+00
980.000000	 0.000000e+00
981.000000	 0.000000e+00
982.000000	 0.000000e+00
983.000000	 0.000000e+00
984.000000	 0.000000e+00
985.000000	 0.000000e+00
986.000000	 0.000000e+00
987.000000	 0.000000e+00
988.000000	 0.000000e+00
989.000000	 0.000000e+00
990.000000	 0.000000e+00
991.000000	 0.000000e+00
992.000000	 0.000000e+00
993.000000	 0.000000e+00
994.000000	 0.000000e+00
995.000000	 0.000000e+00
996.000000	 0.000000e+00
997.000000	 0.000000e+00
